name,id,examine,members,lowalch,item_limit,value,highalch,icon
Ham hood,4302,Light-weight head protection and eye shield.,t,30,15,75,45,Ham hood.png
Ham joint,23360,A delicious joint of ham.,f,600,100,1500,900,Ham joint.png
Ham logo,4306,A badge for the HAM cult.,t,30,15,75,45,Ham logo.png
Ham robe,4300,"The label says ''Vivid Crimson'', but it looks pink to me!",t,30,15,75,45,Ham robe.png
Ham shirt,4298,"The label says ''Vivid Crimson'', but it looks pink to me!",t,30,15,75,45,Ham shirt.png
Hammer,2347,Good for hitting things!,f,1,40,1,1,Hammer.png
Hammerstone hops,5994,A handful of Hammerstone Hops.,t,1,11000,4,2,Hammerstone hops.png
Hammerstone seed,5307,A Hammerstone hop seed - plant in a hops patch.,t,1,2000,2,1,Hammerstone seed 5.png
Hard leather,1743,It's a piece of hard leather.,f,1,13000,1,1,Hard leather.png
Hard leather shield,22269,A solid oaken shield covered in hard leather.,t,200,125,500,300,Hard leather shield.png
Hardleather body,1131,Harder than normal leather.,f,68,125,170,102,Hardleather body.png
Harmonised orb,24511,"An ancient magical orb, corrupted by darkness.",t,1,8,1,1,Harmonised orb.png
Harmony island teleport (tablet),19625,A teleport to Harmony Island.,t,1,10000,1,1,Harmony island teleport (tablet).png
Harpoon,311,Useful for catching really big fish.,f,2,40,5,3,Harpoon.png
Harralander,255,A useful herb.,t,8,13000,20,12,Harralander.png
Harralander potion (unf),97,I need another ingredient to finish this Harralander potion.,t,8,10000,20,12,Harralander potion (unf).png
Harralander seed,5294,A harralander seed - plant in a herb patch.,t,1,600,4,2,Harralander seed 5.png
Harralander tar,10145,"A dark, thick, foul-smelling, tar-like substance.",t,1,11000,1,1,Harralander tar.png
Hat eyepatch,8928,Essential pirate wear.,t,40,150,100,60,Hat eyepatch.png
Headless arrow,53,A wooden arrow shaft with flights attached.,t,1,11000,1,1,Headless arrow.png
Heavy ballista,19481,A powerful weapon forged from the wreckage of an airship.,t,380000,8,950000,570000,Heavy ballista.png
Heavy frame,19589,A heavy wooden frame.,t,20000,8,50000,30000,Heavy frame.png
Helm of neitiznot,10828,A gift from Neitiznot's Burgher.,t,20000,70,50000,30000,Helm of neitiznot.png
Herring,347,Some nicely cooked herring.,f,4,6000,10,6,Herring.png
Highwayman mask,2631,Your money or your life!,t,16,4,40,24,Highwayman mask.png
Hill giant club,20756,A brutal weapon popular among giants.,f,24000,125,60000,36000,Hill giant club.png
Holy blessing,20220,The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men.,t,32,5,80,48,Holy blessing.png
Holy book page set,13149,A set containing the four pages of Saradomin's Holy Book.,t,2800,5,7000,4200,Holy book page set.png
Holy elixir,12833,A bottle of holy elixir.,t,300000,5,750000,450000,Holy elixir.png
Holy mould,1599,Used to make holy symbols of Saradomin.,f,2,40,5,3,Holy mould.png
Holy sandals,12598,Holy footwear!,t,800,4,2000,1200,Holy sandals.png
Holy symbol,1718,A blessed holy symbol of Saradomin.,f,120,125,300,180,Holy symbol.png
Holy wraps,19997,Holy handwear!,t,3840,4,9600,5760,Holy wraps.png
Honourable blessing,20229,Law is not law if it violates the principles of eternal justice.,t,32,5,80,48,Honourable blessing.png
Hood of darkness,20128,A dark power is woven into this hood.,t,4000,70,10000,6000,Hood of darkness.png
Hosidius banner,20254,A banner made of redwood baring the sigil of House Hosidius.,t,28,4,70,42,Hosidius banner.png
Hosidius hood,20116,A rare hood from Hosidius.,t,1,4,1,1,Hosidius hood.png
Hosidius scarf,19946,A green scarf adorned with an ornamental leaf.,t,4000,4,10000,6000,Hosidius scarf.png
Hunter potion(1),10004,1 dose of Hunter potion.,t,2,2000,6,3,Hunter potion(1).png
Hunter potion(2),10002,2 doses of Hunter potion.,t,3,2000,9,5,Hunter potion(2).png
Hunter potion(3),10000,3 doses of Hunter potion.,t,4,2000,12,7,Hunter potion(3).png
Hunter potion(4),9998,4 doses of Hunter potion.,t,6,2000,15,9,Hunter potion(4).png
Hunter spear tips,29311,I can make some spears with these.,t,2,10000,6,3,Hunter spear tips.png
Hunter's spear,29305,Throw it... Or don't.,t,140,,350,210,Hunter's spear.png
Hunters' crossbow,10156,A weapon made of bone and wood.,t,520,70,1300,780,Hunters' crossbow.png
Hunters' sunlight crossbow,28869,A weapon made of horn and bone.,t,520,70,1300,780,Hunters' sunlight crossbow.png
Hunting mix(1),11519,One dose of fishy Hunter potion.,t,2,2000,6,3,Hunting mix(1).png
Hunting mix(2),11517,Two doses of fishy Hunter potion.,t,3,2000,9,5,Hunting mix(2).png
Hydra bones,22786,The bones of a hydra.,t,64,7500,160,96,Hydra bones.png
Hydra leather,22983,Hide from a ferocious Hydra. It looks pretty tough.,t,40000,15,100000,60000,Hydra leather.png
Hydra tail,22988,"Tail of a hydra, can be attached to a bonecrusher.",t,40000,15,100000,60000,Hydra tail.png
Hydra's claw,22966,The claw of a ferocious hydra.,t,60000,15,150000,90000,Hydra's claw.png
Ice plateau teleport (tablet),24963,A teleport to the Ice Plateau in level 53 Wilderness.,t,1,10000,1,1,Ice plateau teleport (tablet).png
Icy basalt,22599,The crushed rock seems to glow and is cold to the touch.,t,36,10000,90,54,Icy basalt.png
Imbued heart,20724,This heart holds a magical power within.,t,200000,8,500000,300000,Imbued heart.png
Immature tecu salamander,28831,A little too small to stuff full of tar.,t,80,,200,120,Immature tecu salamander.png
Imp mask,12249,What mischief can I get up to with this?,t,800,4,2000,1200,Imp mask.png
Impling jar,11260,It's got little holes in the top.,t,1,13000,1,1,Impling jar.png
Incomplete heavy ballista,19598,The limbs have been attached to the frame.,t,20000,8,50000,30000,Incomplete heavy ballista.png
Incomplete light ballista,19595,The limbs have been attached to the frame.,t,20000,8,50000,30000,Incomplete light ballista.png
Infernal ashes,25778,A heap of ashes.,t,1,7500,1,1,Infernal ashes.png
Infinity boots,6920,Mystical boots.,t,4800,125,12000,7200,Infinity boots.png
Infinity bottoms,6924,Mystical robes.,t,36000,125,90000,54000,Infinity bottoms.png
Infinity gloves,6922,Mystical gloves.,t,4800,125,12000,7200,Infinity gloves.png
Infinity hat,6918,A mystic hat.,t,6800,125,17000,10200,Infinity hat.png
Infinity top,6916,Mystical robes.,t,56000,125,140000,84000,Infinity top.png
Initiate cuisse,5576,An initiate Temple Knight's leg armour.,t,3200,125,8000,4800,Initiate cuisse.png
Initiate harness m,9668,Initiate level armour pack.,t,8000,70,20000,12000,Initiate harness m.png
Initiate hauberk,5575,An initiate Temple Knight's Armour.,t,4000,125,10000,6000,Initiate hauberk.png
Initiate sallet,5574,An initiate Temple Knight's helm.,t,2400,125,6000,3600,Initiate sallet.png
Inoculation bracelet,11088,It eases diseases!,t,1024,10000,2560,1536,Inoculation bracelet.png
Inquisitor's armour set,24488,"A set containing an Inquisitor''s great helm, Inquisitor''s hauberk and Inquisitor''s plateskirt.",t,1,,1,1,Inquisitor's armour set.png
Inquisitor's great helm,24419,The great helmet of the turncloak Justiciar.,t,200000,8,500000,300000,Inquisitor's great helm.png
Inquisitor's hauberk,24420,The hauberk of the turncloak Justiciar.,t,400000,8,1000000,600000,Inquisitor's hauberk.png
Inquisitor's mace,24417,A powerful mace once wielded by the turncloak Justiciar.,t,2000000,8,5000000,3000000,Inquisitor's mace.png
Inquisitor's plateskirt,24421,The plateskirt of the turncloak Justiciar.,t,300000,8,750000,450000,Inquisitor's plateskirt.png
Insect repellent,28,Drives away all known 6 legged creatures.,t,1,15,3,1,Insect repellent.png
Insulated boots,7159,They're heavily insulated wellies.,t,80,70,200,120,Insulated boots.png
Iorwerth camp teleport,12410,Teleports you to the Iorwerth Camp.,t,4,10000,10,6,Iorwerth camp teleport.png
Irit leaf,259,A useful herb.,t,16,13000,40,24,Irit leaf.png
Irit potion (unf),101,I need another ingredient to finish this Irit potion.,t,16,10000,40,24,Irit potion (unf).png
Irit seed,5297,An irit seed - plant in a herb patch.,t,2,600,5,3,Irit seed 5.png
Irit tar,28837,"A dark, thick, foul-smelling, tar-like substance.",t,1,,1,1,Irit tar.png
Iron 2h sword,1309,A two handed sword.,f,112,125,280,168,Iron 2h sword.png
Iron arrow,884,Arrows with iron heads.,f,1,7000,3,1,Iron arrow 5.png
Iron arrow(p),885,Venomous-looking arrows.,t,1,7000,3,1,Iron arrow(p) 5.png
Iron arrow(p+),5617,Venomous-looking arrows.,t,1,7000,3,1,Iron arrow(p+) 5.png
Iron arrow(p++),5623,Venomous-looking arrows.,t,1,7000,3,1,Iron arrow(p++) 5.png
Iron arrowtips,40,I can make some arrows with these.,t,1,10000,2,1,Iron arrowtips.png
Iron axe,1349,A woodcutter's axe.,f,22,40,56,33,Iron axe.png
Iron bar,2351,It's a bar of iron.,f,11,10000,28,16,Iron bar.png
Iron battleaxe,1363,A vicious looking axe.,f,72,125,182,109,Iron battleaxe.png
Iron bolts,9140,Iron crossbow bolts.,t,1,7000,2,1,Iron bolts 5.png
Iron bolts (p),9287,Some poisoned iron bolts.,t,1,11000,2,1,Iron bolts (p) 5.png
Iron bolts (p+),9294,Some poisoned iron bolts.,t,1,11000,2,1,Iron bolts (p+) 5.png
Iron bolts (p++),9301,Super poisoned iron bolts.,t,1,11000,2,1,Iron bolts (p++) 5.png
Iron bolts (unf),9377,Unfeathered iron crossbow bolts.,t,1,13000,1,1,Iron bolts (unf) 5.png
Iron boots,4121,These will protect my feet.,t,33,125,84,50,Iron boots.png
Iron brutal,4778,Blunt iron arrow... ouch.,t,4,11000,10,6,Iron brutal 5.png
Iron chainbody,1101,A series of connected metal rings.,f,84,125,210,126,Iron chainbody.png
Iron claws,3096,A set of fighting claws.,t,20,125,50,30,Iron claws.png
Iron crossbow,9177,An iron crossbow.,t,62,125,157,94,Iron crossbow.png
Iron crossbow (u),9457,An unstrung iron crossbow.,t,49,10000,123,73,Iron crossbow (u).png
Iron dagger,1203,Short but pointy.,f,14,125,35,21,Iron dagger.png
Iron dagger(p),1219,The blade is covered with poison.,t,14,125,35,21,Iron dagger(p).png
Iron dagger(p+),5668,The blade is covered with poison.,t,14,125,35,21,Iron dagger(p+).png
Iron dagger(p++),5686,Short but pointy.,t,14,125,35,21,Iron dagger(p++).png
Iron dart,807,A deadly throwing dart with an iron tip.,t,1,7000,2,1,Iron dart.png
Iron dart (p),813,A deadly poisoned dart with an iron tip.,t,1,7000,2,1,Iron dart (p).png
Iron dart tip,820,A deadly looking dart tip made of iron - needs feathers for flight.,t,1,13000,3,1,Iron dart tip.png
Iron dart(p+),5629,A deadly poisoned dart with an iron tip.,t,1,7000,2,1,Iron dart(p+).png
Iron dart(p++),5636,A deadly poisoned dart with an iron tip.,t,1,7000,2,1,Iron dart(p++).png
Iron dragon mask,12365,Do I look scary?,t,4000,4,10000,6000,Iron dragon mask.png
Iron felling axe,28199,A woodcutter's axe.,t,22,,56,33,Iron felling axe.png
Iron full helm,1153,A full face helmet.,f,61,125,154,92,Iron full helm.png
Iron full helm (g),12241,Iron full helm with gold trim.,f,64,4,160,96,Iron full helm (g).png
Iron full helm (t),12231,Iron full helm with trim.,f,64,4,160,96,Iron full helm (t).png
Iron gold-trimmed set (lg),12980,"A set containing a full helm, platebody, legs and kiteshield.",f,360,8,900,540,Iron gold-trimmed set (lg).png
Iron gold-trimmed set (sk),12982,"A set containing a full helm, platebody, skirt and kiteshield.",f,360,8,900,540,Iron gold-trimmed set (sk).png
Iron halberd,3192,An iron halberd.,t,112,125,280,168,Iron halberd.png
Iron hasta,11369,"An iron-tipped, one-handed hasta.",t,36,125,91,54,Iron hasta.png
Iron hasta(p),11386,"A poison-tipped, one-handed iron hasta.",t,36,125,91,54,Iron hasta(p).png
Iron hasta(p+),11389,"A poison-tipped, one-handed iron hasta.",t,36,125,91,54,Iron hasta(p+).png
Iron hasta(p++),11391,"A poison-tipped, one-handed iron hasta.",t,36,125,91,54,Iron hasta(p++).png
Iron javelin,826,An iron tipped javelin.,t,2,7000,6,3,Iron javelin.png
Iron javelin heads,19572,Needs a shaft.,t,14,10000,35,21,Iron javelin heads 5.png
Iron javelin(p),832,An iron tipped javelin.,t,2,7000,6,3,Iron javelin(p).png
Iron javelin(p+),5643,An iron tipped javelin.,t,2,7000,6,3,Iron javelin(p+).png
Iron javelin(p++),5649,An iron tipped javelin.,t,2,7000,6,3,Iron javelin(p++).png
Iron kiteshield,1191,A large metal shield.,f,95,125,238,142,Iron kiteshield.png
Iron kiteshield (g),12243,Iron kiteshield with gold trim.,f,96,4,240,144,Iron kiteshield (g).png
Iron kiteshield (t),12233,Iron kiteshield with trim.,f,96,4,240,144,Iron kiteshield (t).png
Iron knife,863,A finely balanced throwing knife.,t,1,7000,3,1,Iron knife.png
Iron knife(p),871,A finely balanced throwing knife.,t,1,7000,3,1,Iron knife(p).png
Iron knife(p+),5655,A finely balanced throwing knife.,t,1,7000,3,1,Iron knife(p+).png
Iron knife(p++),5662,A finely balanced throwing knife.,t,1,7000,3,1,Iron knife(p++).png
Iron limbs,9423,A pair of iron crossbow limbs.,t,28,10000,70,42,Iron limbs.png
Iron longsword,1293,A razor sharp longsword.,f,56,125,140,84,Iron longsword.png
Iron mace,1420,A spiky mace.,f,25,125,63,37,Iron mace.png
Iron med helm,1137,A medium sized helmet.,f,33,125,84,50,Iron med helm.png
Iron nails,4820,Keeps things in place fairly permanently.,t,1,13000,4,2,Iron nails.png
Iron ore,440,This needs refining.,f,6,13000,17,10,Iron ore.png
Iron platebody,1115,Provides excellent protection.,f,224,125,560,336,Iron platebody.png
Iron platebody (g),12235,Iron platebody with gold trim.,f,224,4,560,336,Iron platebody (g).png
Iron platebody (t),12225,Iron platebody with trim.,f,224,4,560,336,Iron platebody (t).png
Iron platelegs,1067,These look pretty heavy.,f,112,125,280,168,Iron platelegs.png
Iron platelegs (g),12237,Iron platelegs with gold trim.,f,112,4,280,168,Iron platelegs (g).png
Iron platelegs (t),12227,Iron platelegs with trim.,f,112,4,280,168,Iron platelegs (t).png
Iron plateskirt,1081,Designer leg protection.,f,112,125,280,168,Iron plateskirt.png
Iron plateskirt (g),12239,Iron plateskirt with gold trim.,f,112,4,280,168,Iron plateskirt (g).png
Iron plateskirt (t),12229,Iron plateskirt with trim.,f,112,4,280,168,Iron plateskirt (t).png
Iron scimitar,1323,"A vicious, curved sword.",f,44,125,112,67,Iron scimitar.png
Iron set (lg),12972,"A set containing a full helm, platebody, legs and kiteshield.",f,360,8,900,540,Iron set (lg).png
Iron set (sk),12974,"A set containing a full helm, platebody, skirt and kiteshield.",f,360,8,900,540,Iron set (sk).png
Iron spear,1239,An iron tipped spear.,t,36,125,91,54,Iron spear.png
Iron spear(p),1253,A poisoned iron tipped spear.,t,36,125,91,54,Iron spear(p).png
Iron spear(p+),5706,A poisoned iron tipped spear.,t,36,125,91,54,Iron spear(p+).png
Iron spear(p++),5720,A poisoned iron tipped spear.,t,36,125,91,54,Iron spear(p++).png
Iron spit,7225,An iron spit.,t,25,11000,64,38,Iron spit.png
Iron sq shield,1175,A medium square shield.,f,67,125,168,100,Iron sq shield.png
Iron sword,1279,A razor sharp sword.,f,36,125,91,54,Iron sword.png
Iron thrownaxe,801,A finely balanced throwing axe.,t,2,7000,7,4,Iron thrownaxe.png
Iron trimmed set (lg),12976,"A set containing a full helm, platebody, legs and kiteshield.",f,360,8,900,540,Iron trimmed set (lg).png
Iron trimmed set (sk),12978,"A set containing a full helm, platebody, skirt and kiteshield.",f,360,8,900,540,Iron trimmed set (sk).png
Iron warhammer,1335,I don't think it's intended for joinery.,f,69,125,173,103,Iron warhammer.png
Ivory comb,9026,Gets knots and kinks out of your hair.,t,4,13000,10,6,Ivory comb.png
Jade,1611,A semi precious stone.,t,60,13000,150,90,Jade.png
Jade amulet,21111,I wonder if I can get this enchanted.,t,420,10000,1050,630,Jade amulet.png
Jade amulet (u),21102,It needs a string so I can wear it.,t,420,10000,1050,630,Jade amulet (u).png
Jade bolt tips,9187,Jade bolt tips.,t,4,11000,10,6,Jade bolt tips 5.png
Jade bracelet,21120,I wonder if this is valuable.,t,520,10000,1300,780,Jade bracelet.png
Jade dragon bolts,21957,"Dragon crossbow bolts, tipped with jade.",t,240,11000,600,360,Jade dragon bolts 5.png
Jade dragon bolts (e),21934,"Enchanted Dragon crossbow bolts, tipped with jade.",t,252,11000,630,378,Jade dragon bolts (e) 5.png
Jade machete,6315,A jungle specific slashing device.,t,400,15,1000,600,Jade machete.png
Jade necklace,21093,I wonder if this is valuable.,t,510,10000,1275,765,Jade necklace.png
Jade ring,21084,A valuable ring.,t,510,10000,1275,765,Jade ring.png
Jaguar fur,29218,This would make nice clothing.,t,32,,80,48,Jaguar fur.png
Jangerberries,247,They don't look very ripe.,t,1,13000,1,1,Jangerberries.png
Jangerberry seed,5104,A jangerberry bush seed - plant in a bush patch.,t,24,200,60,36,Jangerberry seed 5.png
Jar of chemicals,23064,Looks unstable.,t,1,4,1,1,Jar of chemicals.png
Jar of darkness,19701,It smells like it's been where the sun doesn't shine.,t,1,4,1,1,Jar of darkness.png
Jar of decay,22106,Very healthy.,t,1,4,1,1,Jar of decay.png
Jar of dirt,12007,It's just a jar of dirt.,t,1,4,1,1,Jar of dirt.png
Jar of dreams,24495,"With this jar, your dreams can come true!",t,1,4,1,1,Jar of dreams.png
Jar of eyes,23525,Stop staring!,t,1,4,1,1,Jar of eyes.png
Jar of miasma,13277,It smells abysmal.,t,1,4,1,1,Jar of miasma.png
Jar of sand,12885,It's just a jar of sand.,t,1,5,1,1,Jar of sand.png
Jar of smoke,25524,Don't breath in.,t,1,4,1,1,Jar of smoke.png
Jar of souls,13245,This may be of use for a certain person.,t,1,4,1,1,Jar of souls.png
Jar of spirits,25521,How does someone jar this?,t,1,4,1,1,Jar of spirits.png
Jar of stone,21745,Stones aren't very useful in this capacity.,t,1,4,1,1,Jar of stone.png
Jar of swamp,12936,This is my Swamp!,t,1,4,1,1,Jar of swamp.png
Javelin shaft,19584,"It''s not very strong, but it could be pointy if you put a pointy tip on it.",t,1,7000,1,1,Javelin shaft 5.png
Jerboa tail,29166,The long tail of an embertailed jerboa.,t,1,,1,1,Jerboa tail.png
Jester cape,23297,A jester cape.,f,400,4,1000,600,Jester cape.png
Jogre bones,3125,Fairly big bones which smell distinctly of Jogre.,t,1,3000,1,1,Jogre bones.png
Jug,1935,This jug is empty.,f,1,13000,1,1,Jug.png
Jug of water,1937,It's full of water.,f,1,13000,1,1,Jug of water.png
Jug of wine,1993,It's full of wine.,f,1,6000,1,1,Jug of wine.png
Jungle camo legs,10059,These should make me harder to spot in jungle areas.,t,8,,20,12,Jungle camo legs.png
Jungle camo legs (equipped),28848,These should make me harder to spot in jungle areas.,t,8,,20,12,Jungle camo legs.png
Jungle camo top,10057,This should make me harder to spot in jungle areas.,t,8,,20,12,Jungle camo top.png
Jungle camo top (equipped),28845,This should make me harder to spot in jungle areas.,t,8,,20,12,Jungle camo top.png
Jungle demon mask,20032,A mask resembling a visage of a Greater Jungle demon.,t,1600,4,4000,2400,Jungle demon mask.png
Justiciar armour set,22438,"A set containing a Justiciar faceguard, Justiciar chestguard and Justiciar legguards.",t,58000,5,145000,87000,Justiciar armour set.png
Justiciar chestguard,22327,"A Justiciar''s chestguard. They once roamed the land casting judgements on wrongdoers, their decisions were never questioned.",t,2400000,8,6000000,3600000,Justiciar chestguard.png
Justiciar faceguard,22326,"A helm that once belonged to a Justiciar, a loyal zealot of Saradomin.",t,800000,8,2000000,1200000,Justiciar faceguard.png
Justiciar legguards,22328,A Justiciar's platelegs. Their once bright colours have since faded.,t,1800000,8,4500000,2700000,Justiciar legguards.png
Jute fibre,5931,I can weave this to make sacks.,t,2,13000,6,3,Jute fibre.png
Jute seed,5306,A jute plant seed - plant in a hops patch.,t,2,2000,5,3,Jute seed 5.png
Karambwan vessel,3157,"A wide bodied and thin necked vessel, encrusted with sea salt.",t,2,15,5,3,Karambwan vessel.png
Karambwan vessel (baited),3159,This Karambwan Vessel is loaded with Karambwanji.,t,16,15,40,24,Karambwan vessel (baited).png
Karidian disguise,4595,Makes my face itch.,t,1,15,1,1,Karidian disguise.png
Karil's armour set,12883,"A set containing a Karil''s coif, leatherskirt, leathertop and crossbow.",t,80000,8,200000,120000,Karil's armour set.png
Karil's coif,4732,Karil the Tainted's coif.,t,5200,15,13000,7800,Karil's coif.png
Karil's coif 0,4932,Karil the Tainted's coif.,t,5200,15,13000,7800,Karil's coif 0.png
Karil's crossbow,4734,Karil the Tainted's repeating crossbow.,t,64000,15,160000,96000,Karil's crossbow.png
Karil's crossbow 0,4938,Karil the Tainted's repeating crossbow.,t,64000,15,160000,96000,Karil's crossbow 0.png
Karil's leatherskirt,4738,Karil the Tainted's leather skirt.,t,18800,15,47000,28200,Karil's leatherskirt.png
Karil's leatherskirt 0,4950,Karil the Tainted's leather skirt.,t,18800,15,47000,28200,Karil's leatherskirt 0.png
Karil's leathertop,4736,Karil the Tainted's leather body armour.,t,20000,15,50000,30000,Karil's leathertop.png
Karil's leathertop 0,4944,Karil the Tainted's leather body armour.,t,20000,15,50000,30000,Karil's leathertop 0.png
Katana,12357,Created by Hattori Hanzo in the Eastern Lands.,t,9600,8,24000,14400,Katana.png
Kebab,1971,A meaty kebab.,f,1,6000,3,1,Kebab.png
Kebab mix,1881,"A mixture of chopped tomatoes, onions and ugthanki meat in a bowl.",t,3,11000,9,5,Kebab mix.png
Kebbit bolts,10158,Bolts made from the spikes of a prickly kebbit.,t,7,11000,18,10,Kebbit bolts.png
Kebbit claws,10113,More menacing when attached to the owner.,t,17,10000,43,25,Kebbit claws.png
Kebbit spike,10105,These bone spikes are both very tough and very sharp.,t,36,10000,90,54,Kebbit spike.png
Kebbit teeth,10109,A kebbit-sized set of dentures.,t,64,10000,160,96,Kebbit teeth.png
Kebbit teeth dust,10111,Previously a kebbit-sized set of dentures.,t,64,10000,160,96,Kebbit teeth dust.png
Keg of beer,3801,A lot of beer in a barrel.,t,100,2000,250,150,Keg of beer.png
Kharidian headpiece,4591,Wear it on your head.,t,1,15,1,1,Kharidian headpiece.png
Kharyrll teleport (tablet),12779,A teleport to Kharyrll.,t,1,10000,1,1,Kharyrll teleport (tablet).png
Khazard teleport (tablet),24957,A teleport to Port Khazard.,t,1,10000,1,1,Khazard teleport (tablet).png
King worm,2162,They're a gnome delicacy apparently.,t,1,13000,2,1,King worm.png
Kitchen knife,7447,"A sharp, dependable knife, for filleting meat.",t,3200,50,8000,4800,Kitchen knife.png
Kitchen table (flatpack),8528,How does it all fit in there?,t,4,500,10,6,Kitchen table (flatpack).png
Knife,946,A dangerous looking knife.,f,2,40,6,3,Knife.png
Kodai insignia,21043,"An insignia representing Kodai, Xeric''s fearsome wizards.",t,60000,8,150000,90000,Kodai insignia.png
Kodai wand,21006,A wand of an ancient Kodai mage.,t,60000,8,150000,90000,Kodai wand.png
Kourend castle teleport (tablet),28790,A teleport to Kourend Castle.,t,1,,1,1,Kourend castle teleport (tablet).png
Kovac's grog,27014,Only Kovac knows what's gone into this.,t,1,,1,1,Kovac's grog.png
Kraken tentacle,12004,Ewwww... it's still sucky.,t,33336,70,83340,50004,Kraken tentacle.png
Krandorian hops,6000,A handful of Krandorian Hops.,t,4,11000,10,6,Krandorian hops.png
Krandorian seed,5310,A Krandorian hop seed - plant in a hops patch.,t,3,2000,8,4,Krandorian seed 5.png
Kwuarm,263,A powerful herb.,t,21,13000,54,32,Kwuarm.png
Kwuarm potion (unf),105,I need another ingredient to finish this Kwuarm potion.,t,21,10000,54,32,Kwuarm potion (unf).png
Kwuarm seed,5299,A kwuarm seed - plant in a herb patch.,t,4,200,11,6,Kwuarm seed 5.png
Kyatt fur,10103,It's a perfect-looking kyatt fur.,t,64,10000,160,96,Kyatt fur.png
Kyatt hat,10039,This should make me harder to spot in polar areas.,t,400,150,1000,600,Kyatt hat.png
Kyatt legs,10035,These should make me harder to spot in polar areas.,t,80,150,200,120,Kyatt legs.png
Kyatt top,10037,This should make me harder to spot in polar areas.,t,80,150,200,120,Kyatt top.png
Lantadyme,2481,A powerful herb.,t,27,11000,68,40,Lantadyme.png
Lantadyme potion (unf),2483,I need another ingredient to finish this Lantadyme potion.,t,27,10000,68,40,Lantadyme potion (unf).png
Lantadyme seed,5302,A lantadyme seed - plant in a herb patch.,t,3,200,9,5,Lantadyme seed 5.png
Lantern lens,4542,A roughly circular disc of glass.,t,28,10000,70,42,Lantern lens.png
Large oak bed (flatpack),8580,How does it all fit in there?,t,4,500,10,6,Large oak bed (flatpack).png
Large teak bed (flatpack),8584,How does it all fit in there?,t,4,500,10,6,Large teak bed (flatpack).png
Larran's key,23490,Opens Larran's chests in the Wilderness.,t,1,250,1,1,Larran's key 5.png
Larupia fur,10095,It's a perfect-looking larupia fur.,t,32,10000,80,48,Larupia fur.png
Larupia hat,10045,This should make me harder to spot in woodland and jungle areas.,t,200,150,500,300,Larupia hat.png
Larupia legs,10041,These should make me harder to spot in woodland and jungle areas.,t,40,150,100,60,Larupia legs.png
Larupia top,10043,This should make me harder to spot in woodland and jungle areas.,t,40,150,100,60,Larupia top.png
Lassar teleport (tablet),12780,A teleport to Lassar.,t,1,10000,1,1,Lassar teleport (tablet).png
Lava battlestaff,3053,It's a slightly magical stick.,t,6800,8,17000,10200,Lava battlestaff.png
Lava dragon bones,11943,Bones of a lava dragon.,t,60,7500,150,90,Lava dragon bones.png
Lava dragon mask,12371,Do I look scary?,t,4000,4,10000,6000,Lava dragon mask.png
Lava rune,4699,A combined Earth and Fire Rune.,t,8,18000,20,12,Lava rune.png
Lava scale,11992,A scale from the hide of a lava dragon.,t,20,11000,50,30,Lava scale.png
Lava scale shard,11994,Ground-up lava dragon scale.,t,8,11000,20,12,Lava scale shard 5.png
Lava staff upgrade kit,21202,Makes a lava battlestaff or mystic lava staff more beautiful.,t,600,50,1500,900,Lava staff upgrade kit.png
Law rune,563,Used for teleport spells.,f,96,18000,240,144,Law rune.png
Leaf-bladed battleaxe,20727,A razor-sharp battleaxe.,t,38400,70,96000,57600,Leaf-bladed battleaxe.png
Leaf-bladed sword,11902,A razor-sharp sword.,t,27200,70,68000,40800,Leaf-bladed sword.png
Lean snail,3365,"The lean, slimy corpse of a deceased giant snail.",t,4,13000,10,6,Lean snail.png
Lean snail meat,3371,A succulently slimy slice of sumptuous snail.,t,8,6000,20,12,Lean snail meat.png
Leaping salmon,11330,Some non-tasty salmon.,t,1,13000,3,1,Leaping salmon.png
Leaping sturgeon,11332,A bloated sturgeon.,t,1,13000,4,2,Leaping sturgeon.png
Leaping trout,11328,A sad-looking trout.,t,1,13000,2,1,Leaping trout.png
Leather,1741,It's a piece of leather.,f,1,13000,1,1,Leather.png
Leather body,1129,Better than no armour!,f,8,125,21,12,Leather body.png
Leather body (g),23381,Better than no armour! Nice trim too!,f,340,8,850,510,Leather body (g).png
Leather boots,1061,Comfortable leather boots.,f,2,125,6,3,Leather boots.png
Leather chaps,1095,Better than no armour!,f,8,125,20,12,Leather chaps.png
Leather chaps (g),23384,Better than no armour! Nice trim too!,f,340,8,850,510,Leather chaps (g).png
Leather cowl,1167,Better than no armour!,f,9,125,24,14,Leather cowl.png
Leather gloves,1059,These will keep my hands warm!,f,2,125,6,3,Leather gloves.png
Leather vambraces,1063,Better than no armour!,f,7,125,18,10,Leather vambraces.png
Leaves,6020,A pile of leaves.,t,1,,1,1,Leaves.png
Left eye patch,19724,A black piece of cloth on a string.,t,1,4,2,1,Left eye patch.png
Lemon,2102,A fresh lemon.,t,1,13000,2,1,Lemon.png
Lemon chunks,2104,Fresh chunks of lemon.,t,1,13000,2,1,Lemon chunks.png
Lemon slices,2106,Fresh lemon slices.,t,1,13000,2,1,Lemon slices.png
Leprechaun hat,12359,Top o' the morning!,t,400,4,1000,600,Leprechaun hat.png
Lesser demon mask,20020,Evil.,t,1600,4,4000,2400,Lesser demon mask.png
